pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_56921,21-01-2016 00:00,17-09-2016 10:54,0,Tan,0.29,19.77,0,1,1,2
ANSL_56538,29-01-2018 00:00,05-08-2018 15:13,0,Brown,0.15,16.08,13,9,1,2
ANSL_75504,05-01-2019 00:00,10-04-2019 16:09,0,Black,1,40.66,0,1,1,2
ANSL_63102,15-07-2013 00:00,05-08-2016 17:43,0,Orange,0.94,38.8,0,7,1,2
ANSL_55376,10-05-2009 00:00,01-06-2017 18:50,1,Cream,0.76,28.61,0,7,0,2
ANSL_56848,27-06-2018 00:00,22-09-2018 15:42,1,Brown Tabby,0.61,6.16,0,1,0,1
ANSL_57203,06-07-2017 00:00,22-09-2017 13:53,2,Cream Tabby,0.84,28.62,0,1,1,1
ANSL_51906,07-07-2016 00:00,28-10-2016 19:28,0,Tortie,0.21,43.43,7,1,1,1
ANSL_73936,15-08-2016 00:00,15-10-2017 17:29,0,Tan,0.21,6.21,0,1,1,2
ANSL_71995,12-07-2017 00:00,08-10-2017 12:02,1,Black,0.61,35.62,0,1,0,1
ANSL_70613,26-09-2015 00:00,17-10-2016 09:00,2,White,0.54,15.84,16,9,1,1
ANSL_64557,03-01-2017 00:00,30-01-2018 19:11,0,White,0.91,35.94,0,1,1,2
ANSL_60474,22-10-2018 00:00,14-01-2019 15:42,2,White,0.78,46.65,0,7,1,2
ANSL_61242,04-11-2016 00:00,25-12-2016 17:05,2,White,0.85,29.61,13,9,1,2
ANSL_65717,30-01-2016 00:00,25-06-2017 18:28,0,Black,0.83,11.78,0,7,1,2
ANSL_62617,06-08-2016 00:00,05-09-2017 19:12,,Tricolor,0.49,8.65,18,4,2,4
ANSL_60209,11-07-2018 00:00,04-02-2019 16:17,2,Black Brindle,0.41,11.52,13,9,1,2
ANSL_60040,13-11-2016 00:00,25-01-2017 13:55,2,Orange Tabby,0.15,38.89,18,4,1,1
ANSL_51423,24-12-2017 00:00,14-01-2019 11:50,1,Brown,0.66,8.5,0,7,0,2
ANSL_67277,03-10-2015 00:00,23-09-2016 14:58,1,Blue Merle,0.37,22.87,0,7,0,2
ANSL_64292,18-10-2016 00:00,12-08-2017 18:21,1,Black,0.05,19.15,0,7,0,2
ANSL_75714,21-02-2013 00:00,16-04-2019 12:25,0,White,0.16,13.68,0,8,1,1
ANSL_51070,30-08-2016 00:00,28-09-2017 13:36,2,Black,0.04,32.23,0,7,0,2
ANSL_59204,06-04-2016 00:00,10-05-2017 16:37,1,Brown Tabby,0.42,48.11,0,1,0,1
ANSL_66079,29-10-2016 00:00,30-05-2017 15:42,0,Black,0.92,11.05,0,1,1,1
ANSL_60883,16-03-2017 00:00,19-05-2018 12:34,2,Calico,0.56,43.85,13,9,1,1
ANSL_56427,18-06-2018 00:00,25-09-2018 11:58,0,Black,0.7,41.9,7,1,1,1
ANSL_58818,20-03-2013 00:00,15-04-2017 16:33,0,Brown Brindle,0.15,8.19,0,1,1,2
ANSL_64288,10-06-2016 00:00,07-05-2017 13:39,0,Black,0.62,27.87,13,9,1,1
ANSL_55985,04-01-2006 00:00,25-01-2019 07:48,0,White,0.5,37.09,0,7,1,2
ANSL_70948,27-09-2016 00:00,18-10-2017 09:00,0,Tortie,0.24,39.9,16,9,1,1
ANSL_63263,02-12-2017 00:00,22-08-2018 12:46,2,Gray,0.32,12.22,0,7,0,2
ANSL_66718,10-07-2012 00:00,12-08-2017 12:06,1,Gray Tabby,0.08,31.05,15,4,0,1
ANSL_57373,05-07-2018 00:00,01-10-2018 09:59,0,Black,0.32,32.38,7,1,1,1
ANSL_51435,21-12-2014 00:00,11-01-2019 17:05,1,Black,0.69,42.89,0,7,0,2
ANSL_69124,28-06-2016 00:00,07-08-2017 12:15,0,Red,0.19,38.87,7,1,1,2
ANSL_74556,21-10-2018 00:00,05-12-2018 08:37,2,Cream Tabby,0.83,42.1,13,9,0,1
ANSL_68545,25-10-2015 00:00,19-09-2016 18:35,1,Black,0.16,43.83,0,1,0,2
ANSL_62837,17-04-2017 00:00,16-05-2018 18:43,0,Brown Tabby,0.2,25.54,0,1,1,1
ANSL_50723,06-11-2015 00:00,11-12-2016 00:00,1,Black,0.72,39.41,13,9,0,2
ANSL_53353,15-11-2017 00:00,02-04-2018 16:16,1,Brown Tabby,0.71,25.01,0,1,0,1
ANSL_52643,12-01-2011 00:00,22-02-2019 18:15,1,Flame Point,0.27,35.09,0,1,0,1
ANSL_67002,04-02-2014 00:00,20-09-2017 13:43,1,Blue Merle,0.16,19.23,0,1,0,2
ANSL_75819,07-03-2017 00:00,18-04-2019 17:13,1,Cream Tabby,0.99,30.32,13,9,0,1
ANSL_51999,17-05-2017 00:00,06-09-2017 17:40,2,Gray Tabby,0.5,22.37,18,4,0,1
ANSL_71323,21-07-2017 00:00,21-08-2017 08:31,2,White,0.65,31.55,8,2,1,2
ANSL_68488,30-11-2012 00:00,19-10-2017 16:11,1,Black,0.55,14.41,0,7,0,2
ANSL_54383,31-03-2017 00:00,22-02-2018 09:00,2,Black,0.77,19.77,16,9,0,1
ANSL_54609,13-09-2014 00:00,10-10-2017 11:36,2,Brown Brindle,0.6,9.36,13,9,0,2
ANSL_61599,26-03-2005 00:00,27-04-2017 18:01,2,Yellow,0.7,18.38,18,4,1,2
ANSL_57986,30-05-2016 00:00,25-06-2017 17:02,1,Tricolor,0.93,27.12,0,1,0,2
ANSL_56908,20-07-2016 00:00,10-10-2016 17:31,1,Black,0.63,45.87,0,1,0,1
ANSL_75076,21-07-2017 00:00,10-12-2017 16:26,,Gray,0.59,13.2,18,4,2,4
ANSL_52053,16-01-2015 00:00,07-02-2017 17:44,1,Chocolate,0.01,14.64,13,9,0,2
ANSL_56805,28-07-2012 00:00,19-08-2016 14:09,1,Black,0.77,32.94,0,7,0,1
ANSL_68288,05-08-2015 00:00,10-03-2019 09:38,1,Tan,0.28,24.81,13,9,0,2
ANSL_75621,23-03-2018 00:00,13-04-2019 18:39,,Brown,0.76,15.96,15,4,2,4
ANSL_70326,31-08-2017 00:00,27-03-2019 12:12,1,Gray,0.95,34.92,0,1,0,2
ANSL_53853,25-11-2013 00:00,28-11-2016 12:35,0,White,0.78,15.01,0,7,1,2
ANSL_76594,15-04-2017 00:00,06-05-2019 18:20,,Black,0.47,28.56,0,7,2,2
ANSL_71401,09-10-2016 00:00,20-11-2016 17:45,,Brown Tabby,0.85,23.96,13,9,2,1
ANSL_54237,03-04-2011 00:00,10-05-2018 12:29,1,Brown Tabby,0.76,30.57,13,9,0,1
ANSL_54998,14-06-2017 00:00,06-08-2018 12:05,0,White,0.03,38.11,0,1,1,2
ANSL_62054,19-10-2017 00:00,09-11-2018 18:04,0,Black,0.4,23.84,0,1,1,4
ANSL_59350,26-07-2015 00:00,16-08-2017 18:13,2,Gold,0.54,45.9,0,7,1,2
ANSL_68401,09-12-2014 00:00,03-01-2017 17:59,1,White,0.25,45.7,0,1,0,2
ANSL_56610,05-04-2017 00:00,27-04-2018 07:58,,Brown,0.51,5.17,15,4,2,4
ANSL_72439,24-06-2017 00:00,08-10-2017 10:02,1,Brown Tabby,0.97,43.28,7,1,0,1
ANSL_67307,05-11-2006 00:00,30-11-2016 17:13,2,Black,0.47,12.25,0,7,1,2
ANSL_61163,22-07-2014 00:00,05-09-2016 17:52,1,Brown Brindle,0.88,5.59,0,1,0,2
ANSL_57368,01-02-2015 00:00,23-02-2018 15:23,2,Black,0.11,41.46,0,7,0,2
ANSL_73438,16-01-2009 00:00,13-03-2018 15:04,0,Orange Tabby,0.79,7.31,0,1,1,1
ANSL_64947,03-11-2017 00:00,02-01-2018 19:29,2,Blue,0.68,41.2,13,9,1,1
ANSL_53025,31-07-2016 00:00,09-11-2016 18:45,1,Brown Tabby,1,16.17,0,1,0,1
ANSL_58314,16-12-2016 00:00,18-01-2018 18:44,1,Tan,0.91,46.38,0,1,0,2
ANSL_59821,29-06-2016 00:00,21-07-2016 17:39,2,Blue,0.85,10.57,13,9,0,1
ANSL_51866,26-04-2015 00:00,21-05-2018 17:59,0,Black,0.21,43,0,1,1,1
ANSL_58771,23-12-2014 00:00,30-03-2019 18:09,1,Tricolor,0.3,32.09,13,9,0,2
ANSL_57520,07-05-2012 00:00,27-01-2019 15:31,1,Tan,0.87,44.95,0,7,0,2
ANSL_70283,21-12-2016 00:00,22-03-2017 14:34,1,Orange Tabby,0.84,37.92,7,1,0,1
ANSL_70694,13-06-2013 00:00,31-07-2016 18:02,0,White,0.19,21.28,0,7,1,2
ANSL_52684,23-10-2016 00:00,17-01-2017 13:59,2,Brown Tabby,0.4,28.33,0,1,0,1
ANSL_67670,29-05-2017 00:00,21-08-2017 10:31,1,Brown Tabby,0.35,12.49,7,1,0,1
ANSL_50375,23-12-2012 00:00,21-02-2017 00:00,1,Blue Tabby,0.14,29.4,13,9,0,1
ANSL_54044,30-06-2018 00:00,04-10-2018 12:23,1,Brown Tabby,0.24,38.78,0,1,0,1
ANSL_57292,02-11-2011 00:00,30-01-2018 11:49,0,White,0.74,9.1,0,1,1,2
ANSL_64612,20-03-2017 00:00,16-01-2018 14:26,2,Calico,0.09,18.32,13,9,0,4
ANSL_62865,27-11-2007 00:00,05-02-2017 14:33,1,Black,0.43,14.19,18,4,0,1
ANSL_60022,13-05-2017 00:00,31-08-2017 14:40,0,Torbie,0.2,32.14,7,1,1,1
ANSL_55683,12-05-2010 00:00,31-01-2018 14:46,0,Black,0.83,35.07,0,7,1,1
ANSL_68404,27-10-2015 00:00,22-11-2017 17:32,0,Gray,0.29,47.16,13,9,1,2
ANSL_53056,02-08-2016 00:00,11-11-2016 17:15,1,Orange Tabby,0.42,7.4,0,1,0,1
ANSL_71577,05-02-2017 00:00,10-05-2017 14:55,1,Lilac Point,0.67,9.09,7,1,0,1
ANSL_72086,01-01-2017 00:00,23-01-2018 09:00,2,Brown Tabby,0.83,48.33,16,9,1,1
ANSL_75014,26-04-2014 00:00,06-09-2016 15:26,0,White,0.11,17.6,0,1,1,2
ANSL_50626,31-12-2017 00:00,19-03-2018 14:29,0,Calico,0.21,35.73,0,1,1,1
ANSL_60544,03-12-2016 00:00,24-12-2017 09:00,0,Brown Tabby,0.09,34.1,16,9,1,1
ANSL_51896,08-03-2016 00:00,01-04-2017 18:54,0,Chocolate,0.61,17.7,0,1,1,2
ANSL_54329,11-03-2017 00:00,05-04-2018 17:58,2,Brown Brindle,0.06,21.77,0,1,0,2
ANSL_65072,10-05-2011 00:00,01-09-2018 15:48,0,Cream,0.66,22.44,0,7,1,2
ANSL_74192,22-07-2012 00:00,29-08-2016 16:34,2,Brown Brindle,0.08,20.73,13,9,0,2
ANSL_72144,03-04-2016 00:00,30-04-2018 11:20,1,Brown,0.94,11.24,0,7,0,2
ANSL_62799,17-11-2016 00:00,21-12-2017 17:55,0,Black,0.93,39.36,0,1,1,2
ANSL_73927,15-07-2013 00:00,30-12-2017 08:46,0,Black,0.66,47.04,9,2,1,1
ANSL_54701,04-07-2016 00:00,27-06-2017 11:20,0,White,0.35,40.38,13,9,1,2
ANSL_60970,10-07-2016 00:00,01-12-2016 09:00,0,Blue Tabby,0.63,46.06,16,9,1,1
ANSL_53867,04-06-2018 00:00,06-02-2019 14:01,0,Black Brindle,0.2,49.6,0,1,1,2
ANSL_52345,21-08-2013 00:00,11-09-2016 16:58,,Brown,0.26,28.74,15,4,2,4
ANSL_72600,31-12-2015 00:00,22-01-2018 12:12,,Brown,0.25,8.81,0,4,2,4
ANSL_51143,09-12-2017 00:00,30-12-2018 14:54,2,Brown Brindle,0.53,19.54,0,7,0,2
ANSL_53992,16-02-2013 00:00,12-03-2019 14:28,0,Black,0.44,28.88,0,1,1,2
ANSL_76825,17-04-2018 00:00,10-05-2019 18:06,2,Lynx Point,0.71,18.22,17,9,1,1
ANSL_54005,05-09-2015 00:00,02-04-2017 18:10,1,White,0.3,39.81,0,1,0,2
ANSL_58636,24-02-2018 00:00,05-12-2018 15:25,0,Brown Tabby,0.87,40.42,0,7,1,1
ANSL_63237,28-05-2016 00:00,24-06-2017 12:57,0,White,0.97,16.62,13,9,1,2
ANSL_66256,17-07-2018 00:00,29-11-2018 13:32,1,Black,0.19,31.15,0,1,0,1
ANSL_50552,02-04-2015 00:00,22-05-2018 15:10,2,Fawn,0.53,24.81,0,1,0,2
ANSL_61661,15-03-2017 00:00,22-05-2018 17:07,1,Black,0.64,12.08,0,1,0,2
ANSL_69701,25-10-2015 00:00,15-11-2017 08:54,,Gray,0.35,20.96,18,4,2,4
ANSL_71557,13-07-2013 00:00,06-08-2017 17:42,1,Fawn,0.97,11.1,13,9,0,2
ANSL_59534,28-03-2012 00:00,12-04-2018 13:25,1,White,0.73,31.37,0,7,0,2
ANSL_57677,08-03-2016 00:00,13-06-2017 12:06,1,Buff,0.3,46.14,0,7,0,2
ANSL_61850,17-08-2015 00:00,20-10-2016 14:02,1,Tan,0.81,45.2,13,9,0,2
ANSL_65018,07-03-2016 00:00,26-03-2018 15:40,,Gray,0.93,36.05,18,4,2,4
ANSL_74604,04-02-2018 00:00,10-11-2018 14:17,1,Brown,0.77,31.1,0,1,0,2
ANSL_66933,12-02-2017 00:00,10-03-2018 17:43,1,White,0.9,49.39,0,1,0,2
ANSL_56622,11-04-2017 00:00,08-05-2017 11:37,2,Calico,0.88,39.98,8,2,1,1
ANSL_72976,09-05-2010 00:00,17-12-2016 19:06,1,Black,0.8,22.16,0,1,0,2
ANSL_53398,27-06-2015 00:00,22-07-2016 17:05,1,White,0.77,12.18,13,9,0,2
ANSL_74448,07-01-2016 00:00,22-03-2018 18:42,0,Tortie,0.62,27.41,0,1,1,1
ANSL_61840,20-03-2014 00:00,03-09-2016 14:47,1,White,0.75,37.84,0,7,0,2
ANSL_55032,29-07-2016 00:00,04-10-2018 15:56,0,White,0.87,9.08,0,1,1,2
ANSL_60526,12-06-2013 00:00,23-07-2017 00:00,0,Calico,0.4,48.19,13,9,1,1
ANSL_66484,11-03-2017 00:00,04-01-2018 18:11,1,Blue,0.94,11.58,0,1,0,2
ANSL_55870,10-05-2016 00:00,26-06-2018 11:23,0,Tan,0.36,18.28,0,7,1,2
ANSL_61493,03-11-2014 00:00,24-11-2016 18:55,1,Red Merle,0.93,10.71,0,7,0,2
ANSL_58315,12-05-2018 00:00,19-08-2018 18:14,1,Black,0.94,40,0,1,0,2
ANSL_56348,27-04-2018 00:00,09-02-2019 16:02,1,White,0.65,6.95,0,1,0,2
ANSL_63733,26-09-2014 00:00,19-10-2016 13:10,,White,0.05,46.07,13,9,2,4
ANSL_70401,24-07-2017 00:00,27-09-2018 13:52,0,Black,0.15,47.45,0,1,1,1
ANSL_66131,15-12-2015 00:00,26-09-2016 18:55,1,Black,0.44,16.79,0,7,0,2
ANSL_72906,19-12-2014 00:00,09-01-2017 09:00,2,Orange Tabby,0.72,45.77,16,9,0,1
ANSL_55592,19-01-2016 00:00,10-02-2017 09:00,2,Black,0.27,24.2,16,9,1,1
ANSL_75265,16-03-2018 00:00,05-04-2019 17:29,2,Black,0.4,44.07,0,7,0,2
ANSL_64972,15-07-2018 00:00,21-08-2018 12:00,2,Black,0.75,45.38,13,9,0,1
ANSL_73465,01-08-2016 00:00,26-10-2016 17:41,0,Black,0.5,11.11,0,1,1,2
ANSL_60097,29-04-2013 00:00,04-09-2016 15:02,0,Sable,0.57,25.99,0,1,1,2
ANSL_55662,02-11-2016 00:00,05-01-2018 14:11,0,Black,0.92,24.05,13,9,1,1
ANSL_56853,06-07-2017 00:00,12-08-2017 12:44,2,Orange Tabby,0.07,28.43,13,9,0,1
ANSL_74000,15-05-2018 00:00,27-09-2018 13:41,1,Black,0.53,18.24,0,1,0,1
ANSL_56581,11-01-2013 00:00,11-02-2017 11:50,1,Black,0.09,17.35,0,7,0,2
ANSL_73064,17-11-2009 00:00,11-09-2016 11:42,0,White,0.39,38.92,0,7,1,2
ANSL_73155,13-07-2017 00:00,06-08-2018 13:18,0,Brown Tabby,0.44,17.07,17,9,1,1
ANSL_61460,03-07-2017 00:00,08-10-2017 14:39,1,Black,0.65,7.39,0,1,0,1
ANSL_76007,29-03-2018 00:00,23-04-2019 16:46,0,Black,0.48,21.98,0,1,1,2
ANSL_70317,31-12-2015 00:00,25-07-2017 17:26,1,Brown,0.39,31.01,0,7,0,2
ANSL_68866,27-11-2015 00:00,20-04-2017 14:29,0,Black,0.6,45.64,0,7,1,2
ANSL_59360,19-04-2015 00:00,30-01-2018 13:33,1,Brown,0.75,48.83,7,1,0,2
ANSL_65363,13-05-2016 00:00,20-06-2018 16:22,0,Brown,0.89,41.13,13,9,1,2
ANSL_56207,30-12-2017 00:00,13-02-2019 19:07,2,Black,0.39,46.35,7,1,0,2
ANSL_71743,10-03-2015 00:00,17-04-2017 15:54,1,Blue,0.43,47.1,0,1,0,2
ANSL_56957,17-04-2018 00:00,13-08-2018 16:28,1,Brown,0.83,46.74,13,9,0,2
ANSL_68236,11-06-2013 00:00,04-08-2017 17:28,0,White,0.39,9.83,13,9,1,2
ANSL_75592,14-01-2019 00:00,13-04-2019 12:39,0,Tortie,0.44,12.75,7,1,1,1
ANSL_56833,21-08-2017 00:00,26-11-2017 15:26,2,Blue,0.17,5.32,0,7,0,2
ANSL_66958,14-01-2015 00:00,04-09-2016 12:16,,Brown,0.05,30.59,15,4,2,4
ANSL_57960,27-03-2011 00:00,17-04-2018 17:06,2,Black,0.28,25.56,0,7,0,2
ANSL_57531,22-06-2018 00:00,22-07-2018 18:09,,Brown Tabby,0.96,25.9,13,9,2,1
ANSL_58473,12-07-2017 00:00,18-09-2017 18:43,2,Brown Tabby,0.02,32.04,13,9,1,1
ANSL_63728,04-02-2017 00:00,04-05-2017 14:53,1,Blue,0.6,27.8,0,1,0,1
ANSL_74355,06-03-2017 00:00,15-11-2017 19:28,2,Tan,0.7,28.94,0,7,0,2
ANSL_53778,21-02-2007 00:00,21-02-2018 12:47,1,Silver,0.09,29.11,0,7,0,2
ANSL_66026,09-09-2011 00:00,02-10-2017 11:57,1,Red,0.96,47.99,0,7,0,2
ANSL_70671,30-03-2016 00:00,25-04-2017 19:04,1,Brown,0.82,43.61,0,7,0,2
ANSL_54946,23-07-2017 00:00,17-08-2018 11:48,1,Black,0.06,22.17,0,1,0,2
ANSL_54895,05-03-2006 00:00,26-04-2018 11:53,0,Tan,0.75,40.54,13,9,1,2
ANSL_65511,17-12-2015 00:00,11-07-2018 15:49,2,Tricolor,0.28,19.88,0,1,1,2
ANSL_61453,22-09-2016 00:00,24-10-2016 15:29,2,Blue,0.91,21.58,13,9,0,1
ANSL_56466,09-01-2018 00:00,01-05-2018 19:08,2,Orange Tabby,0.14,27.42,6,2,0,1
ANSL_71427,24-11-2014 00:00,14-12-2016 11:12,,Gray,0.08,27.46,15,4,2,4
ANSL_59330,22-01-2018 00:00,23-10-2018 15:40,2,Black,0.98,8.12,0,7,0,2
ANSL_63482,03-04-2016 00:00,25-04-2018 12:33,1,White,0.41,7.85,0,7,0,2
ANSL_50116,26-03-2015 00:00,10-02-2017 19:10,0,Black,0.65,25.66,0,1,1,2
ANSL_51887,16-04-2016 00:00,14-11-2016 18:38,0,Black,0.98,6.76,0,1,1,2
ANSL_55078,03-05-2017 00:00,24-05-2018 00:00,2,White,0.51,30.32,13,9,0,2
ANSL_60150,24-05-2016 00:00,15-06-2018 07:47,,Brown,0.93,12.29,15,4,2,4
ANSL_72899,16-09-2016 00:00,07-10-2018 19:20,2,White,0.44,25.71,0,7,0,2
ANSL_53933,26-12-2016 00:00,13-02-2017 11:52,2,Lynx Point,0.41,32.81,13,9,0,1
ANSL_70234,12-09-2018 00:00,13-11-2018 14:15,2,Blue,0.89,16.47,13,9,1,1
ANSL_73128,15-10-2016 00:00,05-05-2017 12:22,,Brown,0.84,48.3,15,4,2,4
ANSL_53890,16-05-2015 00:00,11-06-2017 19:05,0,Red,0.65,26.93,0,1,1,2
ANSL_55589,11-04-2017 00:00,03-05-2018 13:01,2,Tan,0.17,45.61,0,7,1,2
ANSL_64081,17-09-2017 00:00,20-12-2017 17:04,0,Tortie,0.59,41.54,7,1,1,1
ANSL_68290,30-06-2017 00:00,05-10-2017 18:30,0,Orange Tabby,0.23,27.58,0,1,1,1
ANSL_53996,29-01-2014 00:00,01-03-2017 18:45,1,Red,0.25,17.43,0,1,0,2
ANSL_72350,22-10-2018 00:00,12-01-2019 18:53,2,Black,0.62,49.49,0,7,1,2
ANSL_66380,18-03-2008 00:00,01-02-2017 18:41,0,Black,0.66,8.63,0,7,1,2
ANSL_57357,04-05-2016 00:00,18-06-2017 13:49,2,Red,0.45,47.81,0,1,0,0
ANSL_73366,13-01-2016 00:00,17-03-2017 18:49,1,Black,0.72,40.13,0,1,0,2
ANSL_54894,23-10-2013 00:00,14-11-2018 09:53,1,Tan,0.46,24.59,0,7,0,2
ANSL_55505,22-02-2016 00:00,10-12-2017 12:43,0,White,0.53,46.93,7,1,1,2
ANSL_74029,02-06-2016 00:00,09-09-2016 19:17,2,Brown Merle,0.19,15.15,0,1,0,2
ANSL_63762,04-05-2016 00:00,18-06-2017 00:00,2,Black,0.65,8.54,13,9,0,0
ANSL_56129,11-03-2018 00:00,27-09-2018 12:08,1,White,0.45,20.92,7,1,0,4
ANSL_63700,08-02-2018 00:00,29-04-2018 17:00,1,Orange Tabby,0.29,49.8,13,9,0,1
ANSL_67098,06-11-2012 00:00,20-02-2017 14:06,0,White,0.82,8.89,0,1,1,2
ANSL_63211,29-06-2013 00:00,15-11-2016 13:50,1,Black,0.86,6.22,13,9,0,2
ANSL_59151,14-05-2017 00:00,05-07-2017 09:48,,Brown,0.17,25.07,15,4,2,4
ANSL_59158,31-05-2018 00:00,25-08-2018 16:15,2,Brown Brindle,0.99,35.46,13,9,1,2
ANSL_64061,10-08-2017 00:00,31-12-2017 18:01,1,Tricolor,0.23,13.98,0,1,0,2
ANSL_53469,03-09-2012 00:00,13-10-2016 14:46,0,Brown Tabby,0.59,40.76,0,1,1,1
ANSL_52412,29-03-2017 00:00,25-04-2018 13:58,1,Black,0.53,10.36,0,1,0,2
ANSL_67850,14-07-2017 00:00,03-08-2018 07:54,,Brown,0.6,28.34,15,4,2,4
ANSL_63395,01-08-2011 00:00,23-08-2016 09:00,2,Tortie,0.05,26.58,16,9,1,1
ANSL_52747,05-03-2018 00:00,15-06-2018 12:09,0,Tan,0.24,40.18,0,1,1,2
ANSL_52582,22-06-2016 00:00,14-09-2016 09:25,1,Chocolate,0.7,34.89,7,1,0,2
ANSL_59490,28-09-2018 00:00,27-02-2019 18:59,1,White,0.11,23.66,0,1,0,1
ANSL_69129,25-01-2016 00:00,20-08-2016 18:07,0,White,0.21,11.73,0,1,1,2
ANSL_73727,11-07-2017 00:00,15-10-2017 17:49,0,Black,0.82,5.02,0,1,1,2
ANSL_52218,01-10-2013 00:00,22-02-2019 11:36,2,Gray,0.98,27.93,0,7,0,2
ANSL_54744,06-01-2015 00:00,27-07-2018 13:51,2,White,0.13,38.2,0,7,1,4
ANSL_64839,03-06-2016 00:00,24-06-2017 17:14,,Brown,0.85,35.8,15,4,2,4
ANSL_60697,15-10-2015 00:00,04-11-2016 15:03,2,Brown,0.46,10.57,13,9,0,2
ANSL_76650,12-04-2018 00:00,07-05-2019 18:45,0,Blue Merle,0.88,15.88,0,1,1,2
ANSL_61110,27-09-2016 00:00,16-01-2017 15:34,1,White,0.32,31.17,0,1,0,1
ANSL_65730,02-06-2017 00:00,23-06-2018 17:17,,Brown,0.93,16.14,15,4,2,4
ANSL_56611,19-09-2013 00:00,10-03-2018 14:09,1,Tan,0.27,45.38,0,1,0,2
ANSL_61624,06-05-2015 00:00,31-05-2017 12:08,0,Black,0.47,25.82,0,1,1,2
ANSL_69682,29-06-2017 00:00,15-10-2017 15:52,0,Brown Tabby,0.02,20.8,0,1,1,1
ANSL_69960,30-08-2017 00:00,26-09-2018 21:15,1,Tricolor,0.69,32.93,0,1,0,2
ANSL_62011,28-10-2015 00:00,28-11-2016 11:54,1,Brown,0.95,22.77,0,7,0,2
ANSL_64760,04-06-2014 00:00,14-08-2016 17:45,0,Blue,0.59,19.23,0,7,1,2
ANSL_52708,20-08-2014 00:00,21-09-2018 16:24,1,Blue Merle,0.34,41.3,0,1,0,2
ANSL_76728,11-04-2018 00:00,09-05-2019 17:23,1,Brown,0.98,24.22,13,9,0,2
ANSL_52772,19-06-2018 00:00,11-09-2018 17:07,2,Torbie,0.98,14.88,0,1,1,1
ANSL_53527,14-07-2018 00:00,12-10-2018 12:57,1,Brown,0.65,11.93,0,1,0,2
ANSL_68418,05-11-2002 00:00,03-12-2018 13:39,1,Orange Tabby,0.77,15.11,13,9,0,1
ANSL_52168,07-03-2017 00:00,29-03-2018 19:00,1,Brown,0.86,34.94,0,1,0,2
ANSL_57319,01-07-2018 00:00,16-10-2018 15:53,0,Brown Tabby,0.59,28.94,0,1,1,1
ANSL_52871,28-04-2017 00:00,29-07-2017 08:05,0,Black,0.37,19.36,7,1,1,1
ANSL_75006,11-02-2009 00:00,19-04-2017 11:23,0,Calico,0.7,41.55,0,1,1,1
ANSL_60285,04-03-2017 00:00,23-09-2018 09:38,1,Black,0.47,17.54,0,7,0,2
ANSL_73563,22-04-2016 00:00,25-05-2017 13:06,1,Brown Brindle,0.66,9.13,0,1,0,2
ANSL_61836,23-11-2017 00:00,01-01-2019 15:28,0,Black,0.86,41.25,0,1,1,1
ANSL_54783,26-07-2017 00:00,13-11-2017 19:00,0,Brown Brindle,0.16,45.68,7,1,1,2
ANSL_67984,29-09-2017 00:00,13-12-2017 14:33,2,Black,0.31,30.51,13,9,0,1
ANSL_69174,17-08-2016 00:00,11-09-2016 13:46,,Cream,0.21,23.49,13,9,2,1
ANSL_71821,25-07-2018 00:00,16-10-2018 17:59,1,Seal Point,0.43,13.98,0,1,0,1
ANSL_72620,29-06-2017 00:00,01-03-2018 16:32,0,White,0.43,46.99,0,1,1,2
ANSL_64390,18-04-2016 00:00,29-08-2018 17:34,0,Tortie,0.91,14.73,0,1,1,1
ANSL_64556,28-10-2016 00:00,03-04-2017 11:40,1,Black,0.34,10.07,0,1,0,1
ANSL_55386,18-02-2017 00:00,17-03-2018 15:25,1,White,0.56,35.2,0,1,0,1
ANSL_54618,10-09-2017 00:00,01-12-2017 18:55,2,Black,0.49,12.53,0,1,1,1
ANSL_59631,12-06-2017 00:00,06-11-2017 18:39,0,Black,0.68,10.85,0,1,1,2
ANSL_55934,13-12-2009 00:00,30-06-2017 16:08,0,Red,0.4,11.03,13,9,1,2
ANSL_60402,31-12-2016 00:00,23-03-2019 14:23,0,Black,0.11,38.53,0,7,1,2
ANSL_66479,25-07-2015 00:00,15-09-2017 12:29,0,Tortie,0.97,39.51,0,1,1,1
ANSL_68899,29-07-2012 00:00,22-08-2017 15:05,2,Brown Tabby,0.69,8.37,13,9,1,1
ANSL_61380,16-01-2015 00:00,28-10-2017 09:00,0,Brown Tabby,0.34,15.39,16,9,1,1
ANSL_54579,22-03-2016 00:00,28-07-2017 00:00,0,Black,0.89,27.73,13,9,1,2
ANSL_61748,29-12-2016 00:00,24-01-2019 17:03,1,Brown,0.21,39.05,0,1,0,2
ANSL_55193,14-11-2008 00:00,07-12-2016 11:27,0,Black,0.57,41.25,0,1,1,2
ANSL_72400,27-10-2014 00:00,11-12-2016 16:25,1,Brown Tabby,0.59,43.75,0,7,0,1
ANSL_68109,30-08-2012 00:00,04-10-2018 11:33,1,Orange Tabby,0.85,37.58,0,1,0,1
ANSL_69468,22-03-2015 00:00,15-04-2017 18:27,0,Chocolate,0.81,38.34,0,7,1,2
ANSL_57276,30-07-2011 00:00,06-09-2016 12:26,1,Red,0.66,8.04,13,9,0,2
